date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-22,22:00,100. Singing Composers,"Sholto Kynoch
Roderick Williams
Tom Randle","Is this a world first? Two exceptional singers who are also widely admired composers perform a programme entirely of their own and each other’s music. This concert includes several world premiere performances and a number of duets. A thrilling way to draw our Late-Night Song Futures series to a close.
 
PRACTICAL INFORMATION
This event is an in-person and livestreamed even...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,"late-night
song-futures",/event/1370,https://www.oxfordlieder.co.uk/event/1370
2021-10-22,22:00,100. Singing Composers,"Sholto Kynoch
Roderick Williams
Tom Randle","Is this a world first? Two exceptional singers who are also widely admired composers perform a programme entirely of their own and each other’s music. This concert includes several world premiere performances and a number of duets. A thrilling way to draw our Late-Night Song Futures series to a close.
 
PRACTICAL INFORMATION
This event is an in-person and livestreamed even...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,"late-night
song-futures",/event/1370,https://www.oxfordlieder.co.uk/event/1370
2021-10-22,22:00,100. Singing Composers,"Sholto Kynoch
Roderick Williams
Tom Randle","Is this a world first? Two exceptional singers who are also widely admired composers perform a programme entirely of their own and each other’s music. This concert includes several world premiere performances and a number of duets. A thrilling way to draw our Late-Night Song Futures series to a close.
 
PRACTICAL INFORMATION
This event is an in-person and livestreamed even...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,"late-night
song-futures",/event/1370,https://www.oxfordlieder.co.uk/event/1370
2021-10-22,22:00,100. Singing Composers,"Sholto Kynoch
Roderick Williams
Tom Randle","Is this a world first? Two exceptional singers who are also widely admired composers perform a programme entirely of their own and each other’s music. This concert includes several world premiere performances and a number of duets. A thrilling way to draw our Late-Night Song Futures series to a close.
 
PRACTICAL INFORMATION
This event is an in-person and livestreamed even...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,"late-night
song-futures",/event/1370,https://www.oxfordlieder.co.uk/event/1370
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,23,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Seating Area A,In-person only,0,20,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,15,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Seating Area B,In-person only,0,12,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,11:00,101. The Passing of the Year,"Nicky Spence
Oxford Choir of the Queen’s College
Jonathan Dove","Jonathan Dove is one of today’s most celebrated composers and we are delighted not only to present a concert entirely of his music, but also to welcome him as the pianist for this concert. He will be joined by the tenor Nicky Spence for a performance of his song cycle Out of Winter, which dwells on the passing of time and joy in nature. This is a perfect complement to his astonishing...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,,/event/1349,https://www.oxfordlieder.co.uk/event/1349
2021-10-23,14:00,102. Mastercourse Recital,,"The sixteen students who have been studying intensively across this week present their final concert, with a programme that is selected and introduced by course leader Joan Rodgers. This concert is always a highlight of the Festival. Those who have followed the students across the week will enjoy seeing their progress and in-depth learning. Equally, those who hear them for the first time will b...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,"lunchtime
mastercourse",/event/1350,https://www.oxfordlieder.co.uk/event/1350
2021-10-23,14:00,102. Mastercourse Recital,,"The sixteen students who have been studying intensively across this week present their final concert, with a programme that is selected and introduced by course leader Joan Rodgers. This concert is always a highlight of the Festival. Those who have followed the students across the week will enjoy seeing their progress and in-depth learning. Equally, those who hear them for the first time will b...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,"lunchtime
mastercourse",/event/1350,https://www.oxfordlieder.co.uk/event/1350
2021-10-23,14:00,102. Mastercourse Recital,,"The sixteen students who have been studying intensively across this week present their final concert, with a programme that is selected and introduced by course leader Joan Rodgers. This concert is always a highlight of the Festival. Those who have followed the students across the week will enjoy seeing their progress and in-depth learning. Equally, those who hear them for the first time will b...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,"lunchtime
mastercourse",/event/1350,https://www.oxfordlieder.co.uk/event/1350
2021-10-23,14:00,102. Mastercourse Recital,,"The sixteen students who have been studying intensively across this week present their final concert, with a programme that is selected and introduced by course leader Joan Rodgers. This concert is always a highlight of the Festival. Those who have followed the students across the week will enjoy seeing their progress and in-depth learning. Equally, those who hear them for the first time will b...",Jacqueline du Pré Music Building,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,"lunchtime
mastercourse",/event/1350,https://www.oxfordlieder.co.uk/event/1350
2021-10-23,17:30,103. Songs of Travel (first performance),"Christopher Maltman
Audrey Saint-Gil
Ella Taylor
Ella O'Neill","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 104 for information on the 8.15pm in-person and livestreamed performance.
The 20th Oxford Lieder Festival draws to a close with music by Schubert and Vaughan Williams performed by renowned baritone Christopher Maltman and the fast-rising ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,evening,/event/1351,https://www.oxfordlieder.co.uk/event/1351
2021-10-23,17:30,103. Songs of Travel (first performance),"Christopher Maltman
Audrey Saint-Gil
Ella Taylor
Ella O'Neill","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 104 for information on the 8.15pm in-person and livestreamed performance.
The 20th Oxford Lieder Festival draws to a close with music by Schubert and Vaughan Williams performed by renowned baritone Christopher Maltman and the fast-rising ...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1351,https://www.oxfordlieder.co.uk/event/1351
2021-10-23,17:30,103. Songs of Travel (first performance),"Christopher Maltman
Audrey Saint-Gil
Ella Taylor
Ella O'Neill","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 104 for information on the 8.15pm in-person and livestreamed performance.
The 20th Oxford Lieder Festival draws to a close with music by Schubert and Vaughan Williams performed by renowned baritone Christopher Maltman and the fast-rising ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1351,https://www.oxfordlieder.co.uk/event/1351
2021-10-23,17:30,103. Songs of Travel (first performance),"Christopher Maltman
Audrey Saint-Gil
Ella Taylor
Ella O'Neill","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 5.30pm performance will be in-person only. Please see Event 104 for information on the 8.15pm in-person and livestreamed performance.
The 20th Oxford Lieder Festival draws to a close with music by Schubert and Vaughan Williams performed by renowned baritone Christopher Maltman and the fast-rising ...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1351,https://www.oxfordlieder.co.uk/event/1351
